id,name_CHN,start date,end date,subject type,alma mater
1138738,龔賢永,1960 / 9,1964 / 9,人文科學,貴州大學中文系漢語言文學專業學習
1139219,龔谷成,1960 / 7,1963 / 9,軍事科學,第一工程兵技術學院
1139219,龔谷成,1983 / 9,1984 / 7,軍事科學,解放軍軍事學院
1139219,龔谷成,1983 / 9,1986 / 6,未知,廣西民族學校函授
1139219,龔谷成,1999 / 5,1999 / 7,未知,國防大學進修系
1143905,龔立群,1995 / 4,1995 / 6,,中國人民大學培訓班學習
1146467,龔清概,1985 / 9,1987 / 7,,泉州市委黨校脫產學習
1146467,龔清概,2000 / 8,2002 / 12,,中央黨校大學學歷
1146467,龔清概,,,,"香港公開大學高級工商管理碩士研修班,工商管理碩士"
1139129,龔正,1978 / 10,1982 / 8,經濟與管理,對外經濟貿易大學(原北京對外貿易學院)海關管理系學習
1139129,龔正,1987 / 1,1987 / 12,社會科學與法律,考取國家教育委員會出國訪問學者，赴美國金門大學進修公共管理專業
1139129,龔正,1994 / 6,1997 / 7,經濟與管理,對外經濟貿易大學工商管理學院工商管理專業，獲工商管理碩士學位
1139129,龔正,2000 / 3,2001 / 1,未知,中央黨校一年制中青年幹部培訊班學習
1139129,龔正,2001 / 9,2004 / 12,,廈門大學財政金融系財政學專業，獲經濟學博士學位
1139129,龔正,2004 / 9,2004 / 11,,中央黨校第36期省部級幹部進修一班學習
1140281,龔心瀚,,1964 / 7,社會科學與法律,復旦大學新聞系
1169145,龔建華,1979 / 9,1983 / 7,經濟與管理,江西財經學院（現江西財經大學）貿易經濟系學生
1169145,龔建華,2001 / 1,2003 / 12,未知,江西省委黨校研究生黨建專業學習
1169145,龔建華,2004 / 8,,未知,中組部美國斯坦福大學培訓
1169145,龔建華,2008 / 10,,未知,中組部第108期領導幹部經濟管理研究班〈新加坡及上海浦東幹部學院〉
1143927,龔建明,,,,大連鐵道學院學生
1138858,龔學平,1962,1968,社會科學與法律,復旦大學新聞系
1142614,龔克,1978 / 3,1981 / 1,自然科學,北京工業學院（現北京理工大學）學習
1142614,龔克,1982 / 2,1983 / 2,,廣州外國語學院出國集訓部學習
1142614,龔克,1983 / 2,1986 / 12,自然科學,獲奧地利格拉茨技術大學電工電子系通訊與電波傳播專業博士學位
1142614,龔克,1987 / 9,1990 / 1,,清華大學電子系博士後研究
1142614,龔克,,2001,,獲選俄羅斯宇航科學院外籍院士
1143783,龔世萍,,,自然科學,北京鋼鐵學院金屬熱處理專業
1139368,龐道沐,1963 / 9,1968 / 9,人文科學,武漢大學哲學系哲學專業學習
1139609,龍超雲,1978 / 10,1982 / 8,人文科學,貴州大學中文系漢語語言文學專業學習
1139609,龍超雲,1995 / 9,1996 / 7,,中央黨校中青班學習
1139609,龍超雲,1995 / 9,1998 / 7,未知,中央黨校在職研究生班政治經濟學專業學習
1139609,龍超雲,2002 / 3,2002 / 5,,中央黨校省部級幹部進修班學習
1141786,龍莊偉,1974 / 9,1976,未知,湖北省恩施縣師範學校
1141786,龍莊偉,1978 / 10,1981,未知,湖北省恩施師範專科學校
1141786,龍莊偉,1983 / 9,1986,人文科學,河北師範學院中文系漢語史專業碩士研究生
1153744,龍義和,1973,1974,,廣州軍區通信訓練大隊
1153744,龍義和,1977,1978,,廣州軍區軍政幹部學校合成參謀訓練隊
1153744,龍義和,1979,1983,,廣西桂林電子工業學院無線電工程專業
1153744,龍義和,1994,1997,,桂林陸軍學院軍事指揮專業
1153744,龍義和,1998,1999,,南京陸軍指揮學院合成指揮專業
1153744,龍義和,2003,2004,,國防大學基本系聯合戰役指揮員班
1153744,龍義和,2001,2004,,軍事科學院戰役指揮專業
1138612,龍永圖,1961 / 8,1965 / 9,人文科學,貴州大學外語系
1138612,龍永圖,1973 / 5,1974 / 8,經濟與管理,英國倫敦經濟學院學習
1142460,龍書金,1934 / 7,,未知,中央黨校學習
1142460,龍書金,1959,1962,軍事科學,解放軍高等軍事學院基本系二期三班學習
1138881,龍新民,1964 / 9,1969 / 9,,北京師範大學中文系學習
1138881,龍新民,1984 / 9,1986 / 8,社會科學與法律,中央黨校培訓部研究生班學習
1141148,龍新南,1975 / 11,1978 / 8,人文科學,江西大學中文系漢語言文學專業學習
1141148,龍新南,1988 / 11,1989 / 6,,義大利的裏利斯特學院學習
1141148,龍新南,2002 / 3,2003 / 2,,中央黨校一年制中青年幹部培訓班學習
1141148,龍新南,2002 / 12,2005 / 12,,中國人民大學商學院高級管理人員工商管理(EMBA)專業碩士研究生班學習
1141148,龍新南,2003 / 3,2005 / 1,,中央黨校研究生院經濟學 <經濟管理>專業研究生班學習
1142226,龍忠志,1973 / 9,,,昆明醫學院醫療系學習
1142226,龍忠志,1996 / 9,1999 / 7,,中共中央黨校脫產學習1年，後繼續在職學習2年
1139974,龍志毅,,1953,,雲南大學法律系畢業
1144616,龍建安,1979 / 9,1984 / 7,,廣州中醫學院夜大中醫醫療專業大專班學習
1140181,龍庄偉,1974 / 9,1976 / 9,未知,湖北省恩施縣師範學校學習
1140181,龍庄偉,1978 / 10,1981 / 8,人文科學,湖北省恩施師範專科學校中文系學習
1140181,龍庄偉,1983 / 9,1986 / 6,人文科學,河北師範學院中文系漢語史專業碩士研究生學習
1139672,龍川,1947,,,循程中學
1139672,龍川,1949,,,廣西省柳州地區幹部學校
1140183,龍安定,,,人文科學,南京大學外語系英語專業學習
1143923,龍國鍵,1983 / 9,1984 / 9,人文科學,北京外语学院德语班培训
1172174,齊鳴秋,,,,中國人民大學經濟系
1172174,齊鳴秋,,,,哈爾濱工業大學 MBA專業學習
1143869,齊驥,1978 / 3,1984 / 10,軍事科學,哈爾濱建築工程學院
1143869,齊驥,1986 / 2,1986 / 10,未知,丹麥國際諮詢公司進修、工作
1143869,齊驥,1990 / 2,1991 / 2,未知,丹麥國際諮詢公司進修、工作
1140744,齊謀甲,1951,,自然科學,衛生部生物製品人員訓練班、北京大學伊學院生物化學進修班學習
1140744,齊謀甲,1954,1956,自然科學,蘇聯莫斯科製藥廠實習
1140051,齊續春,1964,1969,,北京大學數學力學系計算數學專業學習
1170544,齊玉,1979 / 9,1983 / 7,人文科學,西北政法學院哲學專業學習
1170544,齊玉,1986 / 9,1989 / 7,,中央黨校培訓部三年制研究生班
1141817,齊曉飛,,2010,,長江商學院
1140592,齊景發,,1969,,東北林業大學
1140076,齊懷遠,1948,,未知,華北人民大學學習
1140076,齊懷遠,,1950,人文科學,哈爾濱外國語專科學校學習
1141874,齊同生,,,自然科學,甘肅工業大學化工工機械專業學習
1143847,齊乃貴,1965 / 4,1970 / 1,,青島紡織工業學校學習
1143847,齊乃貴,1972 / 4,1974 / 8,自然科學,山東大學數學系學習
1142121,黑伯理,,1936,未知,山東聊城師範學習
1144555,黎曉宏,,,人文科學,中國人民大學中文專業
1144555,黎曉宏,,,自然科學,中南工業大學管理工程專業
1138657,黎明,1946,1949,未知,北平市立高級工業學校學習
1138657,黎明,1949,1951,未知,東北工業幹部學校學習
1138657,黎明,1953,1958,自然科學,鞍山鋼鐵學校夜校部軋鋼專業學習
1141505,黎原,1938 / 4,,未知,抗日軍政大學
1168005,黄蓉生,,1999,,畢業於吉林大學政治學理論專業，獲博士學位
1173153,黄玉治,,,自然科學,阜新礦業學院
1173153,黄玉治,2013 / 9,2014 / 1,未知,中央黨校中青年幹部培訓一班學習
1164034,黄樹賢,1975 / 9,1977 / 10,,南京大學文科班文哲史專業學習
1164034,黄樹賢,1992 / 10,1995 / 10,,南京大學商學院政治經濟學專業研究生課程進​​修班在職學習
1164034,黄樹賢,2006 / 3,2006 / 7,,中央黨校省部級幹部進修班學習
1164034,黄樹賢,2010 / 5,2010 / 7,,中央黨校省部級幹部進修班學習
1138727,黃龍雲,1981 / 7,1984 / 8,經濟與管理,廣州鋼鐵廠職工大學企業管理工程專業班脫產學習
1138727,黃龍雲,1990 / 9,1993 / 12,經濟與管理,在中山大學管理學院企業管理專業研究生班學習，獲經濟學碩士學位
1138727,黃龍雲,1994 / 9,1995 / 1,未知,在中央黨校進修二班學習
1138727,黃龍雲,2006 / 3,2006 / 7,,中央黨校省部級幹部進修班學習
1140789,黃齊陶,,1956,自然科學,蘇聯列寧格勒大學化學系
1140789,黃齊陶,1956,1957,自然科學,蘇聯門捷列夫化工學院物理化學系進修
1140144,黃麗滿,1964 / 8,1970 / 7,自然科學,哈爾濱軍事工程學院自動控制系自動控制專業學習
1142836,黃鵬,1940 / 9,1941 / 8,未知,晉察冀分局黨校學習
1142836,黃鵬,1944 / 9,,未知,中央黨校學習
1142836,黃鵬,1955 / 2,,未知,解放軍政治學院學習
1138741,黃高成,1978 / 2,1979 / 7,軍事科學,中國人民解放軍軍事學院學習
1138741,黃高成,1994 / 2,1995 / 2,軍事科學,國防大學基本系軍事指揮理論專業學習
1142728,黃靜波,1962,1965,,中央黨校普通班、高級研究班學習
1143191,黃雲龍,1981 / 7,1984 / 8,,廣州鋼鐵廠職工大學企業管理工程專業學習
1143191,黃雲龍,1990 / 9,1993 / 12,經濟與管理,中山大學管理學院企業管理專業研究生班學習，獲經濟學碩士學位
1143191,黃雲龍,1994 / 9,1995 / 1,,中央黨校進修二班學習
1143191,黃雲龍,2006 / 3,2006 / 7,,中央黨校省部級幹部進修班學習
1156082,黃雲橋 ,1961 / 2,1961 / 10,軍事科學,宣化炮兵學院速成系
1165976,黃關春,1978 / 3,1979 / 12,社會科學與法律,武漢市公安學校學習
1165976,黃關春,1982 / 10,1984 / 2,經濟與管理,湖北財經學院在職大專學習
1165976,黃關春,1995 / 9,1998 / 7,未知,湖北省委黨校在職研究生學習
1165976,黃關春,1998 / 9,2001 / 1,經濟與管理,武漢理工大學國際貿易學專業在職研究生學習
1165976,黃關春,2002 / 3,2003 / 1,未知,中央黨校中青班學習
1138211,黃鎮東,1960 / 9,1962,自然科學,南京航務工程專科學校數學物理專業學習
1138211,黃鎮東,1962,1963 / 5,自然科學,上海海運學院水運經濟專業學習
1138211,黃鎮東,1980 / 5,1980 / 8,自然科學,交通部幹部學校第一期計劃統計幹部輪訓班學習
1138211,黃鎮東,1980 / 9,1980 / 12,自然科學,日本神戶港進修
1138211,黃鎮東,1982 / 3,1982 / 7,社會科學與法律,河北省委黨校領導幹部輪訓班學習
1138211,黃鎮東,2001 / 3,2001 / 5,未知,中央黨校省部級幹部進修班學習
1141442,黃鎮,,1927,社會科學與法律,上海新華藝術大學學習
1141442,黃鎮,,,人文科學,早年入上海美術專科學校學習
1141440,黃選平,1984 / 9,1986 / 8,未知,甘肅省委黨校培訓部學習
1141440,黃選平,,1996 / 12,經濟與管理,蘭州大學自學考試經濟管理專業大學本科班
1141440,黃選平,1997 / 7,1999 / 7,經濟與管理,北京大學區域經濟專業研究課程班在職學習
1141440,黃選平,2004 / 4,2004 / 7,未知,中央黨校
1141440,黃選平,2004 / 7,2006 / 7,社會科學與法律,中央黨校導師制研究生班党的學說與黨的建設專業
1141440,黃選平,2006 / 3,,未知,中央黨校一年制中青班
1139019,黃遠志,1961 / 9,1967 / 12,自然科學,華中農學院植保系植保專業學習、研究生
1143189,黃達人,1962,1968,自然科學,浙江大學數學系本科生
1143189,黃達人,1978,1981,自然科學,浙江大學數學系研究生
1143189,黃達人,1985,1986,自然科學,美國南卡羅來納大學數學系訪問學者
1143234,黃道偉,1978,1982,,廣西民族學院政治系政治專業學習
1143234,黃道偉,1985,1988,,中央黨校函授學院培訓班政治理論專業學習
1168012,黃進,1978,1982,,湖北財經學院（現中南財經政法大學)法律專業學習並獲法學學士學位
1168012,黃進,1982,1988,,武漢大學國際法專業學習，先後獲法學碩士、法學博士學位
1138944,黃躍金,1972 / 3,1975 / 8,自然科學,同濟大學建材系學習
1138944,黃躍金,1993 / 10,1994,社會科學與法律,在中組部和建設部舉辦的市長研修班學習
1140577,黃衛,1978 / 9,,自然科學,南京工學院土木工程系道路工程專業學習
1140577,黃衛,1983 / 9,,自然科學,南京工學院土木工程系道路工程專業碩士研究生
1140577,黃衛,1991 / 9,1994 / 10,自然科學,東南大學交通運輸工程系公路與城市道路及機場工程專業博士研究生
1140577,黃衛,1993 / 5,1994 / 2,未知,美國加利福尼亞大學伯克利分校高級訪問學者
1140577,黃衛,1995 / 5,,自然科學,獲東南大學博士學位
1144233,黃蘭發,1978,1982,人文科學,華南師範學院中文系
1144233,黃蘭發,2000,2003,未知,中共中央黨校在職研究生班
1142759,黃葳,1929,,未知,蘇州振華女中學習
1142759,黃葳,1932,1936,自然科學,清華大學物理系學習
1142759,黃葳,1940 / 6,,未知,中央黨校學習
1142759,黃葳,1943 / 10,,未知,中央黨校學習
1138466,黃華華,1958 / 9,1970 / 8,,中學（廣東興寧）
1138466,黃華華,1964 / 9,1966 / 7,自然科學,中山大學數力係數學專業學習（理科．數學）〔1966/9文革停課〕
1138466,黃華華,1983 / 9,1985 / 7,未知,中央黨校二年制中青年幹部研究生班學習（在職研究生）
1138466,黃華華,1994 / 9,1994 / 12,,國防大學專題研究班（短期政治培訓）
1141692,黃華,1932,1936,未知,燕京大學學習
1141692,黃華,1937,,未知,中共中央黨校學習
1138152,黃菊,1950,1953,,嘉善第一初級中學（現嘉善高級中學）
1138152,黃菊,1953,1956,,嘉興一中
1138152,黃菊,1956,1963,自然科學,清華大學電機工程電機製造專業學習
1140636,黃莉新,1979 / 9,1983 / 7,自然科學,江蘇農學院機電排灌專業學習
1140636,黃莉新,1996 / 10,1998 / 6,人文科學,南京大學哲學系馬克思主義哲學專業研究生課程進修班學習
1140636,黃莉新,1998 / 9,1998 / 12,經濟與管理,江蘇省高級管理人才經濟研究班赴美國賓夕法尼亞大學沃頓商學院培訓
1140636,黃莉新,2002 / 9,2004 / 1,經濟與管理,省委黨校政治經濟學專業在職研究生
1140636,黃莉新,2004 / 9,2007 / 7,社會科學與法律,中央黨校函授學院省部級幹部在職研究生班政治學專業學習
1140636,黃莉新,2010 / 4,2010 / 6,社會科學與法律,中央組織部公共管理高級培訓班赴美國哈佛大學甘迺迪政府學院學習
1138908,黃興國,1960 / 9,1966 / 7,未知,小學（浙江象山）〔1966/9文革停課〕
1138908,黃興國,1980 / 11,1982 / 10,社會科學與法律,浙江省委黨校幹部專修科馬列主義基礎理論專業學習
1138908,黃興國,1995 / 9,1996 / 7,未知,中央黨校一年制中青年幹部培訓班（政治培訓）
1138908,黃興國,1995 / 9,1998 / 7,社會科學與法律,中央黨校在職研究生班法學專業學習
1138908,黃興國,2003 / 11,2007 / 6,經濟與管理,同濟大學經濟與管理學院管理科學與工程專業在職研究生學習，獲管理學博士學位
1142904,黃羅斌,1937 / 1,,軍事科學,中國人民抗日軍政大學學習
1142904,黃羅斌,1943,1945,未知,中央黨校一部學習
1141031,黃維彬,1962 / 9,1967 / 9,自然科學,雲南大學化學系學習
1142020,黃祖華,,1952,,畢業於軍事學院
1138508,黃璜,1982,1983,未知,中共中央黨校培訓部幹部培訓班學習
1138508,黃璜,1946 / 1,1949,自然科學,在第一軍醫院衛生學校學習，華東野戰軍衛生部政治部文工團團員，在華中公學學習，在蘇北軍區司令部機訓隊學習
1139980,黃瑤,1961 / 9,1963 / 7,,初中（貴州省開陽縣）
1139980,黃瑤,1963 / 9,1966 / 7,未知,貴陽師範學校學習（中等師範，相當於高中）（15-18歲）〔1966/9文革停課〕
1139980,黃瑤,1978 / 4,1982 / 2,人文科學,貴陽師範學院歷史系學習（人文科學．歷史，大學本科）
1139980,黃瑤,1991 / 9,1992 / 1,未知,中共中央黨校學習（短期政治培訓）
1139980,黃瑤,1993 / 5,1993 / 6,未知,中共中央黨校學習（短期政治培訓）
1139495,黃瑞霖,,,人文科學,北京大學哲學系哲學專業學習
1143762,黃瑋,1984 / 9,1986 / 7,經濟與管理,西北大學經濟系計畫幹部專修科學習
1143762,黃瑋,1995 / 9,1997 / 12,,中央黨校領導幹部函授班經濟管理專業學習
1143762,黃瑋,1998 / 9,1999 / 7,,中央黨校中青年幹部培訓班學習
1143762,黃瑋,1998 / 9,2001 / 7,,中央黨校在職研究生班党的學說與党的建設專業學習
1140428,黃玉章,1941,,未知,中學（今如東縣高級中學）
1140428,黃玉章,1945,1946,未知,蘇中四分區政治部政訓隊學習
1140428,黃玉章,1951,1955,軍事科學,南京軍事學院基本系
1140428,黃玉章,1955,1960,軍事科學,解放軍軍事學院外國軍隊研究專業研究生，取得副博士學位
1141833,黃獻中,1964 / 9,1969 / 12,軍事科學,哈爾濱軍事工程學院導彈工程系
1141833,黃獻中,1983 / 9,1985 / 7,軍事科學,解放軍政治學院高級系
1141833,黃獻中,2002 / 3,2002 / 7,軍事科學,國防大學戰略班
1140352,黃燕明,,,社會科學與法律,中央黨校在職研究生班政治學專業畢業
1140352,黃燕明,,,,中央黨校在職研究生學歷
1139617,黃炳生,1964 / 9,1968 / 12,自然科學,南京農學院農學系
1139617,黃炳生,1987 / 9,1988 / 7,未知,中央黨校培訓班
1141693,黃火青,1927,1930 / 5,軍事科學,派往蘇聯學習軍事，先後在莫斯科東方勞動者共產主義大學、高級射擊學校、第一步兵學校學習
1141693,黃火青,,,未知,早年在河南讀書，後入湖北襄陽第十中學求學
1142307,黃澤元,1985 / 9,1989 / 6,,西北師範大學歷史係歷史專業學習
1142307,黃澤元,1997 / 9,1999 / 9,,北京師範大學中國古代史專業研究生課程進修班學習
1142307,黃澤元,2005 / 9,2008 / 12,,蘭州大學管理學院公共管理專業學習，獲公共管理碩士學位
1143867,黃潤秋,1979 / 7,1986 / 2,自然科學,成都地質學院水工系攻讀本科生、碩士研究生
1143867,黃潤秋,1986 / 2,1988 / 9,自然科學,成都地質學院工程地質專業博士研究生
1140604,黃潔夫,1963 / 9,1969 / 9,自然科學,中山醫學院醫療系學習
1140604,黃潔夫,1979 / 9,1982 / 9,自然科學,中山醫科大學肝膽外科專業研究生
1140604,黃潔夫,1984 / 4,1987 / 9,自然科學,澳大利亞悉尼大學醫學院外科博士後研究
1139650,黃漸鴻,,,,華北聯合大學政治學院學員，白求恩醫科大學學員
1139650,黃漸鴻,,,,第7軍醫大學學員
1139650,黃漸鴻,,,,軍事學院高級系學員
1138602,黃淑和,1975 / 8,1978 / 7,人文科學,中山大學中文系
1138602,黃淑和,1996 / 3,1996 / 7,未知,中央黨校進修班學習
1138602,黃淑和,2005 / 9,2006 / 1,未知,中央黨校省部級幹部進修班學習
1140503,黃海嵩,1981 / 10,1982 / 7,經濟與管理,鄭州大學經濟系計統專業學習
1140503,黃海嵩,1984 / 9,1986 / 7,經濟與管理,中國人民大學計劃經濟系國民經濟計劃專業學習
1140503,黃海嵩,1995 / 9,1997 / 12,經濟與管理,中國人民大學研究生院企業管理專業在職研究生學習
1144190,黃浩濤,1978 / 2,1982 / 1,人文科學,南京大學哲學系，獲學士學位
1148042,黃洪,,,經濟與管理,西南財經大學經濟學，獲博士學位
1166430,黃永達,,1980,,畢業於南京電力學校
1166430,黃永達,,,,中國人民大學工業財務會計專業本科學歷
1166430,黃永達,,,,中央黨校研究生學歷
1141441,黃永勝,1935 / 6,,未知,紅軍大學學習
1141441,黃永勝,1936 / 4,,未知,抗日紅軍大學第一期學習
1141441,黃永勝,1954 / 7,,軍事科學,中南軍區高級幹部軍事研究班學習
1171422,黃民,1977,1981,,蘭州交通大學鐵道運輸專業學習
1171422,黃民,,1984,,鐵道科學研究院碩士學位
1171422,黃民,,2005 / 5,,北京交通大學博士學位
1140857,黃毅誠,1939,,自然科學,延安自然科學院學習
1140857,黃毅誠,1951,1954,未知,赴蘇聯進修
1152307,黃毅,1978 / 2,1982 / 2,,雲南農業大學園藝系茶葉專業
1152307,黃毅,2004 / 6,2004 / 9,,清華大學公共管理學院、美國哈佛大學甘迺迪政府學院高級公共管理班
1152307,黃毅,2007 / 9,2010 / 6,,武漢理工大學產業經濟學院產業經濟學專業在職研究生班，獲經濟學博士學位
1144672,黃毅,,,,中央黨校函授經濟管理專業畢業
1141697,黃歐東,1926,1927,未知,上海大學學習
1140385,黃次勝,,1960,,西安炮兵技術學院導弹專業
1138990,黃樹賢,1975 / 9,1977 / 10,人文科學,南京大學文科班文史哲專業學習
1138990,黃樹賢,1992 / 10,1995 / 10,經濟與管理,南京大學商學院政治經濟學專業研究生課程進修班學習
1138990,黃樹賢,2006 / 3,2006 / 7,,中央黨校省部級幹部進修班學習
1141482,黃樞,,,自然科學,中山大學農學院、中央大學森林系學習
1141482,黃樞,1946 / 4,1946 / 7,未知,晉察冀軍政幹校、華北聯合大學學習
1141482,黃樞,1952 / 3,1953 / 7,人文科學,北京俄語專科學校學習
1141701,黃榮海,1936 / 3,,未知,西北抗日紅軍大學第二期學員
1141701,黃榮海,1952 / 1,,軍事科學,中南軍區上幹大隊學習
1141701,黃榮海,1955 / 1,1957,軍事科學,解放軍軍事學院高級速成系學習
1143713,黃榮,1978 / 2,1982 / 1,自然科學,東北重型機械學院機械製造系機械製造工藝及設備專業學習
1143713,黃榮,1982 / 8,1984 / 12,自然科學,東北重型機械學院機械製造系機械學專業碩士研究生
1143953,黃格勝,1980 / 9,1982 / 7,人文科學,廣西藝術學院美術系研究生班國畫專業學習
1138205,黃松有,1978,,社會科學與法律,西南政法學院法律系
1142941,黃有風,1932,1933 / 2,未知,中國工農紅軍學校第四期軍事團
1150795,黃曉薇,1979 / 9,1983 / 8,,東北工學院物理系物理師資專業學習
1142303,黃曉炎,1979 / 9,1983 / 8,,福建師範大學地理系地理專業學習
1142303,黃曉炎,1987 / 4,1987 / 6,,中央團校幹部培訓班學習
1142303,黃曉炎,1993 / 2,1993 / 7,,省委黨校學歷班學習
1142303,黃曉炎,1995 / 5,1995 / 7,,省委黨校宣傳部長培訓班學習
1142303,黃曉炎,1997 / 3,1997 / 7,,省委黨校中青年幹部培訓班學習
1142303,黃曉炎,2002 / 3,2002 / 5,,中央黨校選調生班學習
1142303,黃曉炎,2007 / 3,2008 / 1,,中央黨校一年制中青年幹部培訓班學習
1138447,黃智權,1958 / 9,1963 / 9,自然科學,浙江大學機械系（1960年隨專業轉到浙江農業大學農業機械系
1138447,黃智權,1964 / 10,1965 / 7,自然科學,江西化工石油機械廠參加社教
1139891,黃晴宜,1962 / 9,1966 / 7,自然科學,河南農學院園藝系果樹專業（工科．農學，本科）
1139891,黃晴宜,1987 / 2,1987 / 7,社會科學與法律,河南省委黨校地廳級領導幹部培訓班（短期政治培訓）
1144320,黃明,,,社會科學與法律,中共江蘇省委黨校科學社會主義專業畢業
1144320,黃明,1978 / 12,1982 / 2,,江蘇公安專科學校
1144320,黃明,,1995 / 6,,南京師範大學函授本科畢業
1144071,黃昌元,1984 / 3,1986 / 7,未知,新疆維吾爾自治區黨委黨校文化進修班
1144071,黃昌元,1995 / 9,1996 / 7,未知,中央黨校中青班
1144071,黃昌元,1995 / 9,1998 / 7,經濟與管理,中央黨校經濟管理專業在職研究生班
1144030,黃旭明,,,經濟與管理,工商管理碩士2
1144030,黃旭明,,,經濟與管理,中央黨校經濟管理專業大學畢業
1143954,黃日波,1978 / 1,1982 / 1,自然科學,廣西農學院農學系農學專業學習
1143954,黃日波,1985 / 6,1986 / 8,,廣西大學外語培訓中心學習
1143954,黃日波,1985 / 7,1986 / 10,自然科學,廣西農學院研究生班分子遺傳學專業學習
1143954,黃日波,1986 / 10,1990 / 6,自然科學,英國裏丁大學食品科學與工程系生物工程專業學習
1143954,黃日波,1988 / 8,1990 / 2,自然科學,英國牛津大學不列顛生物技術公司搞合作研究
1141439,黃新廷,1931,1933,未知,湘鄂西紅軍學校二分校學習
1141439,黃新廷,1937,1941,未知,延安抗日軍政大學學習
1141439,黃新廷,1941,1944,未知,延安軍政學院、軍事學院、中央黨校學習
1141439,黃新廷,1953,1957,軍事科學,解放軍軍事學院政治系、戰役系學習
1142185,黃新初,1978 / 2,1982 / 1,自然科學,同濟大學機械工程系機械工程專業
1142185,黃新初,1989 / 9,1992 / 12,經濟與管理,四川大學經濟系碩士研究生
1142185,黃新初,1998 / 9,1999 / 7,未知,中央黨校一年制中青班
1142185,黃新初,1994 / 9,1997 / 11,經濟與管理,四川大學經濟系博士研究生
1140392,黃新,,,,軍區保育小學、濟南軍區無影山小學、山東省試驗中學
1140392,黃新,1963 / 7,1963 / 8,人文科學,山東省曲阜師範學院中文系
1140392,黃新,,,未知,中央黨校省部級幹部在職研究生班
1141438,黃文明,1937 / 2,,未知,延安抗日軍政大學學習
1141438,黃文明,1957 / 2,1958 / 7,社會科學與法律,解放軍政治學院速成系學習
1141694,黃敬,,,未知,早年就讀於天津南開中學，匯文中學
1141694,黃敬,1931,,自然科學,青島大學(後改稱山東大學)物理系學習
1141694,黃敬,1935,,自然科學,北京大學數學系
1142946,黃振棠,,,軍事科學,抗日紅軍大學學習
1142946,黃振棠,,,軍事科學,解放軍軍事學院學習
1142946,黃振棠,1932,,未知,瑞金少共中央團校學習
1142946,黃振棠,1941,,軍事科學,延安八路軍軍政學院學習
1142946,黃振棠,1942,,未知,中央黨校學習
1139567,黃懋衡,,1958,未知,西北工業大學畢業學習
1142940,黃慶熙,1934 / 1,1934 / 5,未知,瑞金中央黨校(馬克思主義大學)團幹部班學習
1142940,黃慶熙,1944 / 1,,未知,延安中央黨校一部第二支部學習
1142940,黃慶熙,,,未知,龍田書院學習
1140507,黃恒美,1985 / 9,,軍事科學,入空軍航空學校學習
1141444,黃志勇,1959 / 11,,軍事科學,解放軍高等軍事學院學習4
1141690,黃德懋,1954 / 9,1957 / 10,未知,第五十七文化速成中學學習
1141690,黃德懋,1957 / 10,1960,軍事科學,解放軍軍事學院基本系學習
1139076,黃彥蓉,1978,1982,自然科學,西南農學院農機系農機化專業學習
1139076,黃彥蓉,1998,1999,未知,中央黨校中青班學習
1139076,黃彥蓉,1998,2001,經濟與管理,中央黨校研究生班經濟管理專業學習
1139076,黃彥蓉,2003 / 2,2003 / 5,未知,中央黨校省部級幹部班學習
1150664,黃強,1979 / 9,1983 / 7,,西北工業大學航空自動控制系航空電氣 工程專業本科學生
1150664,黃強,1987,,,西北工業大學研究生院攻讀碩士學位
1150664,黃強,1999 / 3,1999 / 7,,中央黨校地廳級幹部進修班學習
1150664,黃強,2007 / 3,2008 / 1,,中央黨校一年制中青年幹部培訓班學習
1142183,黃建盛,1982 / 9,1984 / 8,,江西行政管理幹部學院農業經濟管理專業學習
1142183,黃建盛,1994 / 8,1996 / 12,社會科學與法律,中央黨校函授經濟管理專業學習
1142183,黃建盛,1995 / 2,1995 / 7,,中央黨校進修部學習
1142183,黃建盛,1998,1999,,中央黨校一年制中青班學習
1142183,黃建盛,1998,2000,,國家經貿委經濟幹部培訓中心高級工商管理課程班學習
1142183,黃建盛,1998,2001,社會科學與法律,中央黨校研究生班法學理論專業畢業
1139033,黃建國,1985 / 3,1987 / 7,,雲南省委黨校黨政幹部培訓班學習
1139033,黃建國,1994 / 9,1996 / 7,,雲南大學外貿系外國經濟思想史專業學習
1143242,黃康生,1973 / 3,1973 / 7,,貴州省黔西南州委黨校學習
1143242,黃康生,1977 / 9,1978 / 7,,貴州省委黨校學習
1143242,黃康生,1982 / 9,1983 / 7,,中央民族學院學習
1143242,黃康生,1984 / 9,1986 / 7,,貴州省黔西南州委黨校黨政管理專業學習
1143242,黃康生,1999 / 9,2001 / 7,,雲南大學涉外事務專業研究生課程進修班學習
1143242,黃康生,2000 / 3,2001 / 1,,中央黨校中青班學習
1143242,黃康生,2001 / 3,2003 / 1,人文科學,中央黨校在職研究生班科學社會主義專業學習
1144463,黃平濤,1956 / 9,1962,自然科學,中國人民解放軍軍事工程學院（簡稱“哈軍工”）學習潛艇設計與製造
1141698,黃平,,1918,未知,上海青年會中學，瀘江大學附中學習
1141698,黃平,1923,1924 / 11,未知,赴蘇聯入莫斯科東方勞動者共產主義大學學習3
1141698,黃平,1928,,未知,在蘇聯莫斯科參加共產國際第六次代表大會，後入列寧學院學習
