id,name_CHN,name_PINYIN,sex,ethnicity,edu,studying_abroad,studying_abroad_country,birthdate,deathdate,ancestral hometown,professional title,date of starting to work,birthplace,party,date of joining the party,CYL,special relationships,notes
1139738,龔達希,Gong Daxi,男,漢族,大學專科,否,,1936/8,,上海 崇明,,,,,,否,,
1138738,龔賢永,Gong Xianyong,男,漢族,大學本科,否,,1942/2,,重慶,,1964/9,,中國共產黨,1972/2,否,,
1139219,龔谷成,Gong Gucheng,男,漢族,大學專科,,,1940/12,,湖南 新化,中將,1960/7,,中國共產黨,1958/12,否,,
1144227,龔谷城,Gong Gucheng,男,漢族,,,,,,,中將,,,中國共產黨,,,,
1140277,龔育之,Gong Yuzhi,男,漢族,大學本科,否,,1929/12,,湖南 湘潭,研究員,,,中國共產黨,,否,,
1143905,龔立群,Xi Liqun,男,漢族,大學本科,,,1955/3,,黑龍江 哈爾濱,,1971/6,,,,,,無黨派
1146467,龔清概,Gong Qinggai,男,漢族,研究生,學位,其他,1958/6,,福建 石獅,,1980/09,,中國共產黨,1979/03,,,
1139129,龔正,Gong Zheng,男,漢族,研究生,訪問學者,美國,1960/3,,,其他專業頭銜,1982/8,,中國共產黨,1985/4,否,,海關副總監關銜
1140281,龔心瀚,Gong Xinhan,男,漢族,大學本科,否,,1940/10,,浙江 蕭山,,,,中國共產黨,,否,,
1169145,龔建華,Gong Jianhua,男,,研究生,,,1962/6,,江西 南昌,,1983/7,,中國共產黨,1984/10,,,
1143927,龔建明,Xi Jianming,男,漢族,大學本科,,,1956/12,,湖南 澧縣,,1974/12,,非中國共產黨,2001/7,,,中國農工民主黨(農工)黨員
1138858,龔學平,Gong Xueping,男,漢族,大學本科,,,1942/3,,江蘇 南京,其他專業頭銜,1967/9,,中國共產黨,1965/11,否,,高級編輯
1142614,龔克,Gong Ke,男,漢族,,學位,東歐,1955/6,,湖南 湘潭,教授,1970/6,,中國共產黨,1981/11,否,,
1143783,龔世萍,Gong Shiping,女,漢族,大學專科,,,1945/6,,廣東 番禺,,,,非中國共產黨,,否,,政黨：民革
1142240,龐金華,Pang Jinhua,男,漢族,,,,1955,,,,,,中國共產黨,,否,,
1139368,龐道沐,Pang Daomu,男,漢族,大學本科,否,,1942/10,,湖南 臨澧,,1968/12,,中國共產黨,1965/11,否,,
1139909,龐為強,Pang Weiqiang,男,漢族,,否,,1937/11,,廣西 博白,,1956,,中國共產黨,1959/1,否,,
1164434,龍飛,Long Fei,男,漢族,研究生,,,1969/8,,四川 廣安,工程師,1992/8,,中國共產黨,1991,,,
1142583,龍開富,Long Kaifu,男,漢族,,,,1908,1977/2,湖南 茶陵,少將,1927,,中國共產黨,1928,否,,
1139609,龍超雲,Long Chaoyun,女,其他種族,研究生,,,1952/8,,貴州 錦屏,,1968/11,,中國共產黨,1985/7,副局級以上,,侗族
1141786,龍莊偉,Long Zhuangwei,男,其他種族,研究生,,,1956/1,,湖北 恩施,教授,1971/2,,非中國共產黨,,否,,苗族民盟成員
1153744,龍義和,Long Yihe,男,漢族,研究生,,,1954/1,,湖南 湘陰,教授,1972/12,,中國共產黨,1974/6,否,,
1143148,龍潛,Long Qian,男,漢族,,,,1910,1979/1,四川 雲陽,,1930,,中國共產黨,1933/2,否,,曾用名龍高軒、徐維平
1138612,龍永圖,Long Yongtu,男,漢族,大學本科,否,,1943/5,,湖南 長沙,經濟師,1965/9,,中國共產黨,1979/3,否,,
1142460,龍書金,Long Shujin,男,漢族,大學專科,,,1910/11,2003/4,湖南 茶陵,少將,1930/8,,中國共產黨,1932/5,否,,少將軍銜
1138881,龍新民,Long Xinmin,男,漢族,研究生,否,,1946/9,,湖南 祁東,其他專業頭銜,1969/9,,中國共產黨,1973/12,否,,主任記者
1141148,龍新南,Long Xinnan,男,漢族,研究生,短期進修,,1955/3,,江西永新,,1973/7,,中國共產黨,1978/8,否,,中央黨校經濟學(經濟管理)專業研究生畢業。1988年11月至1989年6月在義大利的裏利斯特學院學習。
1139473,龍念,Long Nian,男,漢族,,否,,1933,,,,,,,1956,否,,
1142226,龍忠志,Long Zhongzhi,男,其他種族,研究生,,,1948/10,,雲南 永善,,1967/9,,中國共產黨,1972/10,正副處級,,彜族
1139974,龍志毅,Long Zhiyi,男,其他種族,,否,,1929,,雲南 永善,,1949,,中國共產黨,1953,否,,
1144616,龍建安,Long  Jianan,男,漢族,大學專科,,,1947/3,,廣州 花都,,1968/11,,中國共產黨,1972/4,副局級以上,,
1140181,龍庄偉,Long Zhuangwei,男,其他種族,研究生,否,,1956/1,,湖北 恩施,教授,1971/2,,非中國共產黨,,否,,"苗族、中國民主同盟"
1139672,龍川,Long Chuan,男,漢族,大學專科,否,,1931/12,,湖南 邵東,,1950/3,,中國共產黨,,否,,原名龍受川
1139541,龍定安,Long Dingan,,,,否,,,,,,,,,,否,,
1140183,龍安定,Long Anding,男,漢族,,否,,1942/12,,江西 永新,經濟師,1965/8,,中國共產黨,1972/11,否,,
1143923,龍國鍵,Long Guoajian,男,漢族,大學本科,,,1945/2,,湖南 湘鄉,,1967/7,,非中國共產黨,,,,中國民主建國會(民建)會員
1172174,齊鳴秋,Qi Mingqiu,男,漢族,研究生,,,1954,,山東 鉅野,,,,中國共產黨,,,,
1143869,齊驥,Qi Ji,男,漢族,研究生,其他,西歐,1954/10,,遼寧 瀋陽,工程師,1974/12,,中國共產黨,1984,否,,1986年2月至10月、1990年2月至1991年2月在丹麥國際諮詢公司進修、工作
1139651,齊連運,Qi Lianyun,男,漢族,,否,,1933,,安徽 太和,中將,,,中國共產黨,,否,,
1140744,齊謀甲,Qi Moujia,男,漢族,大學本科,其他,俄國,1933,,河北 高陽,工程師,,,中國共產黨,1953,否,,
1140051,齊續春,Qi Xuchun,男,滿族,大學本科,否,,1946/1,,北京,,1969/9,,非中國共產黨,1995/1,否,,1995/1加入民革
1144680,齊紮拉,Qi Zhala,男,藏族,研究生,,,1958/9,,雲南省 迪慶藏族自治州香格里拉建塘鎮,,1979/12,,中國共產黨,1982/5,,,
1170544,齊玉,Qi Yu,男,漢族,研究生,,,1961/1,,陝西吳起 吳起,,1983/7,陝西 吳起,中國共產黨,1982/12,,,
1141817,齊曉飛,Qi Xiaofei,男,漢族,大學本科,,,1957/2,,河北 巨鹿,,1977,,中國共產黨,,副局級以上,,
1140592,齊景發,Qi Jingfa,男,漢族,大學本科,否,,1943,,河北 昌黎,,,吉林 大安,,,否,,
1140076,齊懷遠,Qi Huaiyuan,男,漢族,大學本科,否,,1930/1,,湖北 鄂城,,,,中國共產黨,1948/11,否,,原名夏雄
1141874,齊同生,Qi Tongsheng,男,漢族,大學本科,,,1952/7,,河北 平山,,1968/11,,中國共產黨,1984/11,否,,
1144315,齊保文,Qi Baowen,男,漢族,,,,1954,,甘肅 武威,少將,,,中國共產黨,,,,
1143847,齊乃貴,Qi Naigui,男,漢族,大學本科,,,1947,,山東 昌邑,,1969,,中國共產黨,1973,,,
1164473,黨扣,Dang Kou,男,,,,,,,,,,,,,,,退休。
1142121,黑伯理,Hei Boli,男,回族,中學以下,,,1918/5,,山東臨清,,1937/5,,中國共產黨,1937/5,否,,
1141497,黎玉,Li Yu,男,漢族,大學本科,,,1906/6,1986/5,山西 原平,,1925/5,,中國共產黨,1926/9,否,,原名李興唐，曾用名李嘉華、李秋年
1153049,黎棟國,Li　Dong　Guo,男,漢族,,,,,,廣東 順德,,,香港,,,,,
1144555,黎曉宏,Li xiao hong,男,漢族,研究生,,,1953/3,,湖北 沙市,,1969/3,,中國共產黨,1979/11,,,
1138657,黎明,Li Ming,男,漢族,大學本科,,,1927/11,,直隸 寧河(今屬天津),工程師,1948/12,,中國共產黨,1948/12,否,,原名鄭玉祥；教授級高級工程師
1143970,黎國如,Li Guoru,,,,,,,,,,,,,,,,
1141505,黎原,Li Yuan,男,漢族,中學以下,否,,1917/4,,河南 息縣,少將,1938/4,,中國共產黨,1938/5,否,,原名關俊彥
1168005,黄蓉生,Huang　Rongsheng,女,漢族,研究生,訪問學者,俄國,1955/12,,四川 成都,教授,1974,,中國共產黨,1975,,,
1173153,黄玉治,Huang Yuzhi,男,漢族,研究生,,,1960/5,,遼寧 新金,工程師,1983/8,,中國共產黨,1982/7,,,
1164034,黄樹賢,Huang Shuxian,男,漢族,大學本科,,,1954/9,,江蘇 揚中,,1977/10,,中國共產黨,1977/9,,,
1138727,黃龍雲,Huang Longyun,男,漢族,研究生,,,1951/11,,廣東 梅縣,經濟師,1968/2,,中國共產黨,1970/5,否,,專業頭銜：高級政工師
1140789,黃齊陶,Huang Qitao,男,漢族,,學位,俄國,1934,,浙江 寧波,工程師,,,中國共產黨,,否,,
1140144,黃麗滿,Huang Liman,女,漢族,大學本科,否,,1945/2,,遼寧 蓋縣,工程師,1964/8,,中國共產黨,1964/4,否,,
1142184,黃鶯,Huang Ying,女,漢族,,,,,,,,,,中國共產黨,,否,,
1142836,黃鵬,Huang Peng,男,漢族,,,,1917/1,2004/3,福建 連城,,,,中國共產黨,1935/12,否,,
1138741,黃高成,Huang Gaocheng,男,漢族,大學專科,否,,1949/7,,江蘇 鹽城,少將,1968/3,,中國共產黨,1968/12,否,,
1144464,黃順康,Huang Shun kang,男,漢族,,,,,,,,,,中國共產黨,,,,
1142728,黃靜波,Huang Jingbo,男,漢族,,,,1919/7,2014/12,陜西 綏德,,1934,,中國共產黨,1934,否,,
1143191,黃雲龍,Huang Yunlong,男,漢族,研究生,,,1951/11,,廣東 梅縣,,1968/2,,中國共產黨,1970/5,否,,
1156082,黃雲橋 ,Huang　Yun　Qiao,男,漢族,,,,1930/10,2007/1,河北任邱,中將,1946/10,,中國共產黨,1948/7,,,
1165976,黃關春,Huang Guanchun,男,漢族,研究生,,,1959/2,,武漢,,1975/9,,中國共產黨,1979/9,,,
1138211,黃鎮東,Huang Zhendong,男,漢族,大學本科,訪問學者,日本,1941/1,,江蘇 大豐,工程師,1963/5,,中國共產黨,1981/6,否,,
1141442,黃鎮,Huang Zhen,男,漢族,大學本科,否,,1909/12,1989/12,安徽 樅陽,,1931/11,,中國共產黨,1932,否,,學名士元
1141440,黃選平,Huang Xuanping,男,回族,研究生,,,1956/9,,甘肅 平涼,,1976/11,,中國共產黨,1974/9,否,,
1139019,黃遠志,Huang Yuanzhi,男,漢族,研究生,否,,1940/12,,湖北 江陵,,1967/12,,中國共產黨,1966/1,否,,研究生肄業
1143189,黃達人,Huang Daren,男,漢族,研究生,訪問學者,其他,1945/4,,浙江 象山,教授,,,中國共產黨,,否,,數學教授、博士生導師。
1143234,黃道偉,Huang DaoWei,男,漢族,研究生,,,1957/10,,廣西 博白,經濟師,1982/2,,中國共產黨,1976/11,否,,法學學士，高級經濟師
1168012,黃進,Huang　Jin,男,,研究生,,,1958/12,,湖北 荊州,教授,,,,,,,
1138944,黃躍金,Huang Yuejin,男,漢族,大學本科,,,1953/4,,遼寧 鳳城,研究員,1968/10,,中國共產黨,1974/1,正副處級,,
1140954,黃超,Huang Chao,男,漢族,,否,,,,,,,,,,否,,
1140577,黃衛,Huang Wei,男,漢族,研究生,訪問學者,美國,1961/4,,江蘇 通州,教授,1977/10,,中國共產黨,1982/7,否,,1993年5月至1994年2月為美國加利福尼亞大學伯克利分校高級訪問學者
1144233,黃蘭發,Huang Lanfa,男,漢族,研究生,,,1954/10,,廣東揭陽,其他專業頭銜,1972/9,,中國共產黨,,,,
1142759,黃葳,Huang Wei,女,漢族,,,,1915/2,2002/9,上海 嘉定,工程師,,,中國共產黨,1936/10,否,,原名戴中扆，曾用名陳源
1138466,黃華華,Huang Huahua,男,漢族,研究生,,,1946/10,,廣東 興寧（現梅州市轄興寧市──縣級市）,,1969/9,,中國共產黨,1971/6,副局級以上,,"1.職級：正省級2.資深地方幹部（粵）3.從政前職業：工廠管理人員
1141692,黃華,Huang Hua,男,漢族,大學本科,,,1913/1,,河北 磁縣,,1935,,中國共產黨,1936/1,否,,又名王汝梅
1138152,黃菊,Huang Ju,男,漢族,大學本科,,,1938/9,2007/6,浙江 嘉善,工程師,1963/5,上海,中國共產黨,1966/3,否,,
1140636,黃莉新,Huang Lixin,女,漢族,研究生,短期進修,美國,1962/8,,江蘇 宿遷,工程師,1983/7,,中國共產黨,1983/6,否,,
1141907,黃英夫,Huang Tinfu,男,漢族,,,,1924,2010/11,四川滎經,,1934,,中國共產黨,1938,否,,
1144466,黃興盛,Huang Xingsheng,男,漢族,,,,1930,,遼寧 海城市,工程師,,,中國共產黨,,,,
1138908,黃興國,Huang Xingguo,男,漢族,研究生,,,1954/10,,浙江 象山,,1972/11,,中國共產黨,1973/9,否,,"中央黨校在職研究生學歷，管理學博士職級：正省級出生地：浙江省象山縣從政前職業：農村基層人員（18-19歲，1972-1973）"
1142904,黃羅斌,Huang Luobin,男,漢族,,,,1916/12,1998/6,陜西 蒲城,,,,中國共產黨,1932,否,,
1141031,黃維彬,Huang Weibin,男,漢族,大學本科,否,,1943,,雲南 通海,,1967/9,,中國共產黨,1979,否,,
1142020,黃祖華,Huang Zuhua,男,漢族,,,,1919,1996/6,湖北大悟,,1931,,中國共產黨,1933,否,,曾獲二級八一勳章、二級獨立自由勳章、二級解放勳章
1159628,黃祖英,Huang Zuying,女,漢族,研究生,,,1973/2,,重慶 江津,,1996/7,,中國共產黨,,正副處級,,
1141443,黃知真,Huang Zhizhen,男,漢族,中學以下,否,,1920/10,1993/2,江西 橫峰,,1931,,中國共產黨,1935,否,,曾用名朱風
1141691,黃甘英,Huang Ganying,女,漢族,中學以下,,,1921/4,,廣東 梅縣,,1938,北平,中國共產黨,1937/9,否,,
1138508,黃璜,Huang Huang,男,漢族,大學專科,,,1933/8,,江蘇 漣水,,1946/11,,中國共產黨,1949/4,否,,
1139980,黃瑤,Huang Yao,男,其他種族,大學本科,,,1948/4,,貴州 開陽,,1967/10,,中國共產黨,1978/2,否,,"1.職級：正省級2.地方資深幹部（貴州）3.省級政協主席（貴州）4.少數民族（布依族）5.從政前職業：大學助教（歷史系）6.出生地/生長地：貴州省開陽7.2009.11因嚴重違紀，中央已經決定免去其領導職務"
1139495,黃瑞霖,Huang Ruilin,男,漢族,大學本科,否,,1944/6,,福建 福州,,1968/9,,中國共產黨,,否,,
1143762,黃瑋,Huang Wei,女,漢族,研究生,,,1952/8,,河南 社旗,,1968/10,,中國共產黨,1985/4,否,,
1140428,黃玉章,Huang Yuzhang,男,漢族,,否,,1928/6,,江蘇 如東,中將,1945,,中國共產黨,1944/8,否,,
1141833,黃獻中,Huang Xianzhong,男,漢族,大學本科,,,1945/12,,山東單縣,上將,1964/9,,中國共產黨,1965/5,否,,
1152615,黃爾梅,Huang Ermei,女,漢族,研究生,,,1951/12,,廣東 中山,,1968/9,,中國共產黨,1976/6,,,
1140352,黃燕明,Huang Yanming,男,漢族,研究生,,,1955/1,,北京市,,,,中國共產黨,,副局級以上,,
1141688,黃炳秀,Huang Bingxiu,女,漢族,中學以下,,,1938/12,,湖南 慈利,,1971/9,,中國共產黨,1956/9,否,,
1139617,黃炳生,Huang Bingsheng,男,漢族,大學本科,否,,1945/12,,江蘇 無錫,,1968/12,,中國共產黨,1973/5,否,,
1139790,黃炎智,Huang Yanzhi,女,漢族,,否,,1930/11,2002/9,,,1948/8,,中國共產黨,1952/6,否,,曾用名黄彦博
1141693,黃火青,Huang Huoqin,男,漢族,中學以下,學位,俄國,1901/5,1999/11,湖北 棗陽,,1926/1,,中國共產黨,1926/3,否,,曾用名黃賢佑、黃民孚
1142307,黃澤元,Huang Zeyuan,男,漢族,研究生,,,1966/5,,甘肅 民勤,,1989/6,,中國共產黨,,正副處級,,
1143867,黃潤秋,Huang Runqiu,男,漢族,研究生,,,1963/8,,湖南 長沙,教授,1986/2,,非中國共產黨,1994/11,否,,政黨：九三學社
1140604,黃潔夫,Huang Jiefu,男,漢族,研究生,訪問學者,其他,1946/3,,江西 吉安,教授,1969/9,,中國共產黨,1975/7,否,,"現擔任中山大學的國家重點學科普通外科學術帶頭人，中華醫學會副會長，是國外多間著名大學的客座教授，如哈佛大學、麻省理工學院、斯坦福等大學。現為中華醫學基金會（CMB）主辦的國際醫學教育學院指導委員會的中國委員，亞洲肝膽胰外科協會中國理事，香港醫學科學院顧問。"
1139650,黃漸鴻,Huang Jianhong,男,漢族,,否,,1931/2,,河北省灤縣,中將,1946/7,,,1950/8,否,,
1143365,黃漢標,Huang Hanbiao,男,,,,,1950,,廣東 揭陽,中將,,,,,否,,"張萬年女婿擔任127師師長時，搭檔為魏華政、王玉發。政委魏華政(1983.05-1985.10)王玉發(1985.10-1989.05)。"
1138602,黃淑和,Huang Shuhe,男,漢族,大學本科,,,1954/10,,廣東 紫金,,1978/7,,中國共產黨,1974/6,否,,
1140503,黃海嵩,Huang Haisong,男,漢族,研究生,,,1953/7,,河南 禹州,,1972/9,,中國共產黨,1984/6,否,,
1144190,黃浩濤,Huang Haotao,男,,大學本科,,,,,江蘇 邳縣,研究員,1975/9,,中國共產黨,1985/2,,,
1139920,黃浩,Huang Hao,男,漢族,,否,,,,,,,,中國共產黨,,否,,
1148042,黃洪,Huang Hong,男,,研究生,,,1960/9,,江西 新余,經濟師,1981/7,,中國共產黨,,否,,
1166430,黃永達,Huang Yongda,男,漢族,研究生,,,1957/11,,浙江 永康,其他專業頭銜,1980/8,,中國共產黨,,,,會計師
1143066,黃永輝,Huang Yonghui,男,漢族,,,,1907,1959/8,江西 臨川,,,,中國共產黨,1930,否,,曾用名黃仁輝
1142829,黃永生,Huang Yongsheng,男,漢族,,,,,,,,,,中國共產黨,,否,,曾用名劉永生
1141441,黃永勝,Huang Yongsheng,男,漢族,中學以下,,,1910/9,1983/4,湖北 咸寧,上將,1927,,中國共產黨,1927/12,否,,原名黃敘全，後被開除黨籍
1171422,黃民,Huang Min,男,漢族,研究生,,,1960/3,,湖南 衡陽,,,,中國共產黨,,,,
1140857,黃毅誠,Huang Yicheng,男,漢族,中學以下,短期進修,俄國,1926,,湖北 棗陽,工程師,,,中國共產黨,1945,否,,前中央顧問委員會常委黃火青之子
1152307,黃毅,Huang yi,男,其他種族,大學專科,,,1958/8,,雲南 瑞麗,,1975/9,雲南 隴川,中國共產黨,1981/1,,,景頗族
1144672,黃毅,Huang yi,男,漢族,大學本科,,,1952/2,,河北 唐山,政工師,1969/1,,中國共產黨,1975/2,,,
1141697,黃歐東,Huang Oudong,男,漢族,中學以下,,,1905/9,1993/11,江西 永豐,,1925/6,,中國共產黨,1925/6,否,,又名黃次洲
1140385,黃次勝,Huang Cisheng,男,漢族,大學本科,否,,1938/4,,浙江省 寧波市,中將,,,中國共產黨,,否,,
1138990,黃樹賢,Huang Shuxian,男,漢族,大學本科,,,1954/9,,江蘇 揚中,,1977/10,,中國共產黨,1977/9,副局級以上,,職級：正部級
1141482,黃樞,Huang Shu,男,漢族,大學本科,,,1920/10,,廣東 台山,工程師,1946/4,,中國共產黨,1949/2,否,,
1141701,黃榮海,Huang Ronghai,男,漢族,大學專科,,,1915/9,1996/10,江西 萬安,少將,1931/3,,中國共產黨,1935/12,否,,
1143713,黃榮,Huang Rong,,漢族,研究生,,,1960/12,,廣西 容縣,,1982/1,,非中國共產黨,,否,,政黨：九三學社
1139626,黃楓,Huang Feng,男,漢族,,否,,,,,,,,中國共產黨,,否,,
1143953,黃格勝,Huang Gesheng,男,壯族,研究生,,,1950/9,,廣西 武宣,教授,1970/5,,非中國共產黨,,,,"致公黨成員國畫家"
1139894,黃松祿,Huang Songlu,男,漢族,,否,,1939/11,2005/5,福建 泉州市,,1962/7,,中國共產黨,1960/12,否,,
1138205,黃松有,Huang Songyou,男,漢族,研究生,,,1957/12,,廣東 澄海,,,,中國共產黨,,否,,
1142941,黃有風,Huang Youfong,男,漢族,中學以下,,,1914,1989/7,江西 興國,少將,1930,,中國共產黨,1932,否,,曾用名：黃友風。獲二級八一勳章、二級獨立自由勳章、一級解放勳章。
1150795,黃曉薇,Huang Xiaowei,女,漢族,大學本科,,,1961/5,,遼寧 海城,,1983/8,遼寧 海城,中國共產黨,1983/6,否,,
1142303,黃曉炎,Huang Xiaoyan,男,漢族,大學本科,,,1960/9,,福建 南安,,1983/8,,中國共產黨,1982/11,正副處級,,
1138447,黃智權,Huang Zhiquan,男,漢族,大學本科,否,,1942/2,,浙江 桐鄉,工程師,1963/9,,中國共產黨,1979/5,否,,
1139891,黃晴宜,Huang Qingyi,女,漢族,大學本科,,,1944/10,,江蘇 宿遷,,1967/9,,中國共產黨,1966/3,否,,從政前身份：農業科技人員（果樹專業）
1144320,黃明,Huang Ming,男,漢族,研究生,,,1957/10,,江蘇 興化,,1975/8,,,1976/12,,,
1144071,黃昌元,Huang Changyuan,男,漢族,研究生,,,1950/9,,四川 仁壽,,1970/11,,中國共產黨,1971/8,否,,
1144030,黃旭明,Huang Xuming,男,漢族,研究生,,,1955/11,,浙江 諸暨,,1976/2,,中國共產黨,1984/9,,,
1143954,黃日波,Huang Ribo,男,壯族,研究生,學位,西歐,1958/7,,廣西 靖西,教授,1982/11,,非中國共產黨,,,,"無黨派1986.10-1990.06 英國裏丁大學食品科學與工程系生物工程專業學習1988.08-1990.02在英國牛津大學不列顛生物技術公司搞合作研究"
1141439,黃新廷,Huang Xinting,男,漢族,大學專科,,,1913/9,2006/5,湖北 洪湖,中將,1928,,中國共產黨,1932/10,否,,
1142185,黃新初,Huang Xinchu,男,漢族,研究生,,,1957/10,,湖北 孝感,,1976/7,,中國共產黨,1984/10,副局級以上,,四川聯合大學經濟系研究生畢業，經濟學博士
1140392,黃新,Huang Xie,男,漢族,研究生,,,1944/2,,江西 南康,中將,1963/8,,中國共產黨,,否,,父親為黃祖炎烈士
1139492,黃文麟,Huang Wenlin,男,漢族,,否,,1934/8,,福建 莆田,經濟師,1951,,中國共產黨,,否,,
1141438,黃文明,Huang Wenming,男,漢族,,否,,1909/12,1995/9,江西 興國,少將,,,中國共產黨,1930/5,否,,"曾用名黃智濬"
1141762,黃文平,Huang Wenping,男,漢族,研究生,,,1950/8,,廣東 新會,,1968/9,,中國共產黨,1985/3,否,,
1141694,黃敬,Huang JIing,男,漢族,大學本科,,,1912,1958/2,浙江 紹興,,1932,,中國共產黨,1932,否,,原名俞啟威，又名俞大衛
1142946,黃振棠,Huang Zhentang,男,漢族,,,,1912,1996/2,江西 上猶,少將,,,中國共產黨,1932,否,,又名黃振堂
1141689,黃成連,Huang Chenglian,男,漢族,中學以下,,,1935/9,,陜西 洋縣,,1954/11,,中國共產黨,1956/10,否,,曾用名黃黑娃
1139567,黃懋衡,Huang Maoheng,女,漢族,大學本科,否,,1935/8,,福建 閩候,,,,非中國共產黨,1996,否,,九三學社
1142940,黃慶熙,Huang Qingxi,男,漢族,,,,1917/2,2005/3,福建 上杭,,,,中國共產黨,1934,否,,原名黃純先
1140507,黃恒美,Huang Hengmei,男,漢族,大學專科,否,,1940/12,,江蘇 沭陽,中將,1958/9,,中國共產黨,1961/12,否,,
1140145,黃志忠,Huang Zhizhong,男,漢族,,否,,1945/9,,廣東海豐,少將,1962/6,,中國共產黨,1964/10,否,,
1141444,黃志勇,Huang Zhiyong,男,漢族,大學專科,否,,1914/8,2011/11,江西 崇義,中將,1929,,中國共產黨,1930,否,,"曾用名黃念卓"
1143140,黃志光,Huang Zhiguang,男,漢族,研究生,,,1954/8,,廣東 海豐,,1971/10,,中國共產黨,1973/3,否,,
1141690,黃德懋,Huang Demao,男,漢族,中學以下,,,1919/11,2013/7,山東 壽光,其他專業頭銜,1938/1,,中國共產黨,1938/11,否,,大校軍銜
1139076,黃彥蓉,Huang Yanrong,女,漢族,研究生,,,1955/11,,山西 夏縣,工程師,1974/8,,中國共產黨,1982/1,否,,
1150664,黃強,Huang Qiang,男,漢族,研究生,,,1963/4,,浙江 東陽,研究員,1983/7,浙江 東陽,中國共產黨,1985/6,,,
1142183,黃建盛,Huang Jiansheng,男,漢族,研究生,,,1957/9,,江西 東鄉,,1974/8,,中國共產黨,1976/9,副局級以上,,
1144366,黃建國,Huang Jianguo,男,漢族,,,,1955/9,,河北 正定,中將,1969/2,,中國共產黨,,否,,
1139033,黃建國,Huang Jianguo,男,漢族,研究生,否,,1952/6,,雲南 昆明,,1969/3,,中國共產黨,1970/7,否,,
1143242,黃康生,Huang Kansheng,男,其他種族,研究生,,,1952/10,,貴州 冊亨,,1971/10,,中國共產黨,1971/11,否,,布依族
1144463,黃平濤,Huang Pingtao,,漢族,,,,1938/1,,湖南 長沙,,,,中國共產黨,1959,否,,
1141698,黃平,Huang Ping,男,漢族,中學以下,,,1901,1981/7,廣東,教授,1923,,中國共產黨,1924/5,否,,又名黃有恒
1139483,黃岳忠,Huang Yuezhong,男,漢族,大學本科,否,,1942/12,,江蘇 鹽城,工程師,1968/2,,中國共產黨,1965/9,否,,
1138707,黃小祥,Huang Xiaoxiang,男,漢族,研究生,,,1956/6,,重慶 大足,經濟師,1974/8,,中國共產黨,1984/11,否,,專業頭銜：高級經濟師
1139504,黃小晶,Huang Xiaojing,男,漢族,大學本科,,,1946/3,,福建 福州,,1970/9,,中國共產黨,1973/12,正副處級,,"職級：正省級從政前職業：中學教員  "
1139697,黃寶璋,Huang Baozhang,男,漢族,,否,,,,,,,,中國共產黨,,否,,
1138736,黃寅逵,Huang Yinkui,男,漢族,研究生,否,,1940/8,,上海,,1967/9,,中國共產黨,1977/4,否,,
1166419,黃宏祥,Huang Hongxiang,男,漢族,大學本科,,,1956/11,,,,,,,,,,
1144370,黃守宏,Huang Shouhong,男,,研究生,,,1964/6,,河南 範縣,教授,,,中國共產黨,,,,出生於河南省範縣，主要兼職：中國人民大學、中國農業大學及雲南民族大學兼職教授，中央國家機關青聯常委，農業部專家諮詢團成員等職
1140521,黃學祿,Huang Xuelu,男,漢族,,否,,1938,,河南 信陽,中將,1956/11,,中國共產黨,1959,否,,
1138225,黃孟復,Huang Mengfu,男,漢族,大學本科,,,1944/1,,上海,工程師,1967/9,,非中國共產黨,,否,,中國民主建國會成員
1142668,黃奎,Huang Kwei,男,漢族,,,,,,,,,,中國共產黨,1930,否,,曾用名：黃魁。因病辭世，籍貫、生卒年不詳。
1138928,黃奇帆,Huang Qifan,男,漢族,大學本科,,,1952/5,,浙江 諸暨,研究員,1968/9,,中國共產黨,1976/3,否,,工商管理碩士
1144465,黃天文,Huang Tianwen,男,漢族,,學位,北美洲,1955/2,,浙江 紹興,,,,中國共產黨,,否,,
1143274,黃坤明,Huang KunMing,男,漢族,研究生,,,1956/9,,福建 上杭,,1982/2,,中國共產黨,1976/9,否,,
1157016,黃國顯,Huang Guoxian,男,漢族,,,,1962/4,,河南 河南,少將,,,中國共產黨,,,,
1144016,黃因慧,Huang Yinhui,男,漢族,研究生,訪問學者,美國,1945/8,,福建 廈門,教授,1968/12,,非中國共產黨,,否,,致公黨成員
1143341,黃嘉祥,Huang Jiaxiang,男,漢族,大學本科,,,1949/1,,江蘇 啟東,中將,1968/2,,中國共產黨,1969/3,否,,
1153837,黃善春,Huang shanchun,男,漢族,大學本科,,,1957/4,,廣西 北流,,1975/7,,中國共產黨,1978/1,,,
1138235,黃啟璪,Huang Qizao,女,漢族,研究生,否,,1933/11,2000/12,湖南 常德,,,,中國共產黨,1952/8,否,,
1139378,黃可華,Huang Kehua,男,漢族,大學專科,否,,1943/11,,山東 榮成,,1960/7,,中國共產黨,1965/8,否,,
1161738,黃占華,Huang Zhanhua,男,漢族,大學本科,,,1959/5,,寧夏 平羅,政工師,1980/1,,中國共產黨,,,,
1143196,黃勝,Huang Sheng,男,漢族,研究生,,,1954/9,,山東 威海,其他專業頭銜,1972/11,,中國共產黨,1975/5,否,,
1142882,黃凱,Huang Kai,男,漢族,,,,1915/3,,四川 通江,,,,中國共產黨,1933/2,否,,又名黃興義
