id,name_CHN,name_PINYIN,sex,ethnicity,edu,studying_abroad,studying_abroad_country,birthdate,deathdate,ancestral hometown,professional title,date of starting to work,birthplace,party,date of joining the party,CYL,special relationships,notes
1142776,鄧飛,Deng Fei,男,漢族,,,,1913/1,2006/1,江西 贑州市興國縣長岡鄉塘石村,,,,中國共產黨,1931/2,否,,原名鄧富連
1139020,鄧道坤,Deng Daokun,男,漢族,研究生,否,,1944/1,,湖北 大悟,,,,中國共產黨,1973/12,否,,
1165255,鄧軍,Deng Jun,男,漢族,研究生,,,1958/1,,湖南 常寧,教授,1975/7,,中國共產黨,,,,
1150864,鄧衛平,Deng Weiping,男,漢族,大學專科,,,1955/11,,江蘇 南通,,,福建 福清,中國共產黨,,否,,在職大專學歷
1141605,鄧華,Deng Hua,男,漢族,中學以下,,,1910/3,1980/7,湖南 郴縣,上將,,,中國共產黨,1927/3,否,,原名多華，字實秋
1143758,鄧維龍,Deng Weilong,男,漢族,研究生,,,1950/8,,廣東 高州市,,1971/7,,中國共產黨,1972/7,,,廣東省委黨校在職經濟學專班研究生
1141610,鄧穎超,Deng Yinchao,女,漢族,中學以下,,,1904/2,1992/7,河南 光山,,1924,,中國共產黨,1925/3,否,,
1141606,鄧稼先,Deng Jiaxian,男,漢族,研究生,學位,美國,1924/6,1986/7,安徽 懷寧,其他專業頭銜,1950/10,,中國共產黨,1956/4,否,,副研究員
1165236,鄧秀新,Deng Xiuxin,男,,研究生,其他,美國,1961/11,,湖南 宜章,其他專業頭銜,,,中國共產黨,,,,
1141604,鄧發,Deng Fa,男,漢族,中學以下,,,1906/3,1946/4,廣東 雲浮,,1922/1,,中國共產黨,1925/10,否,,原名鄧元釗，化名鄧英銘、方林、楊鼎華
1172605,鄧瑞華,,男,,,,,1954/11,,甘肅 武威,少將,,,中國共產黨,,,,
1143151,鄧照明,Deng Zhaoming,男,漢族,,,,1919/9,1990/8,四川 樂至,,,,中國共產黨,1937/12,否,,
1142681,鄧潔,Deng Jie,男,漢族,,,,1902,1979/7,湖南 安鄉,,,,中國共產黨,1923,否,,曾用名鄧鶴皋、鄧和高、鄧士元
1172520,鄧漢橋,,男,,,,,1957/6,,湖北 漢川,少將,1974/1,,中國共產黨,1978/12,,,
1142313,鄧海光,Deng Haiguang,男,漢族,研究生,,,1968/10,,廣東 雷州,,,,中國共產黨,,正副處級,,
1142589,鄧洪,Deng Hong,男,漢族,,,,1888,1969,湖南 瀏陽,,,,中國共產黨,1927,否,,曾用名鄭子卿
1164559,鄧波清,Deng Poqing,男,,研究生,,,1963/10,,湖北,,,,,,,,
1143900,鄧永儉,Deng Yongjian,男,漢族,大學本科,,,1950/10,,湖北 紅安,,,,中國共產黨,,,,
1141207,鄧樸方,Deng Pufang,男,漢族,大學本科,,,1944/4,,四川 廣安,,1968/9,,中國共產黨,1965/9,否,,「黨和國家領導人」（即：高層）
1140203,鄧楠,Deng Nan,女,漢族,大學本科,,,1945/10,,四川廣安,其他專業頭銜,1970,,中國共產黨,,否,,職級：正部級 ； 鄧小平次女
1141920,鄧楚白,Dang Chubai,男,漢族,,學位,日本,1916,,廣東南海,,,,中國共產黨,1938,否,,
1167395,鄧朴方,Deng Pofang,男,漢族,大學本科,,,1944/4,,四川 廣安,,1968/9,,中國共產黨,1965/9,,,
1140171,鄧本太,Deng Bentai,男,藏族,研究生,,,1956/12,,青海 共和,,1970/8,,中國共產黨,1979/7,副局級以上,,
1140397,鄧昌友,Deng Changyou,男,漢族,大學本科,,,1947/2,,四川省 蓬溪,上將,1968/3,,中國共產黨,1970/5,否,,
1142847,鄧文彪,Deng Wenbiao,男,漢族,,,,,,,,,,中國共產黨,,否,,曾用名鄧文標
1144688,鄧川,Deng Chuan,男,漢族,研究生,,,1957/1,,四川x 樂至,,1975/8,,中國共產黨,1983/9,副局級以上,,
1144395,鄧崎琳,Deng Qilin,男,漢族,研究生,,,1951/11,,湖北 漢川,工程師,1975,,中國共產黨,1978/4,否,,享受國務院政府特殊津貼
1138118,鄧小平,Deng Xiaoping,男,漢族,中學以下,學位,西歐,1904/8,1997/2,四川 廣安,,,,中國共產黨,1924,否,,原名鄧希賢
1144116,鄧小剛,Deng Xiaoguan,男,漢族,研究生,,,1967/8,,湖南 桂陽,經濟師,1992/8,,中國共產黨,1991/12,,,高級經濟師、管理學博士
1157550,鄧小冬,Deng Xiaodong,男,漢族,研究生,,,1970/11,,山東 齊河,,1992/7,,中國共產黨,1995/5,正副處級,,
1141612,鄧子恢,Deng Zihui,男,漢族,大學本科,學位,日本,1896/8,1972/12,褔建 龍岩,,1925,,中國共產黨,1926/12,否,,曾用名鄧建中
1144344,鄧天生,Deng Tiansheng,男,漢族,,,,1950/9,,安徽 蕭縣,中將,,,中國共產黨,,否,,"老革命鄧果白次子，1926年入黨的老革命。哥哥鄧偉志是著名社會學家、中國民主促進會中央副主席、全國政協常委。擔任過張震副主席的辦公室主任秘書 。"
1141609,鄧培,Deng Pei,男,漢族,中學以下,,,1883/4,1927/6,廣東 三水,,,,中國共產黨,1922,否,,原名鄧配安，又名鄧配，字少山，化名唐風鳴
1139903,鄧國政,Deng Guozheng,男,漢族,大學專科,,,1939,,湖北 雲夢,,1957/9,,中國共產黨,1959/12,副局級以上,,
1153037,鄧國威,Deng　Guo　Wei,男,漢族,,,,1958,,,,,,,,,,
1168684,鄧向陽,Deng Xiangyang,男,漢族,大學本科,,,1961/6,,山東省 威海市,,1982/7,山東省 榮成市,中國共產黨,1985/7,,,
1141607,鄧力群,Deng Liqun,男,漢族,大學本科,,,1915/11,,湖南 桂東,,1935/12,,中國共產黨,1936/4,否,,
1143828,鄧力平,Deng Liping,男,漢族,研究生,學位,北美洲,1954/11,,福建沙縣 沙縣,教授,1974/3,,非中國共產黨,,,,"經濟學教授博士生導師無黨派1986-1996年在加拿大達爾豪西(Dalhousie)大學學習，獲博士學位 "
1139946,鄧凱,Deng Kai,男,漢族,研究生,,,1959/12,,遼寧 蓋縣,,1984/7,,中國共產黨,1986/4,副局級以上,,
1142987,鄧克明,Deng Keming,男,漢族,中學以下,,,1906/7,1983/10,湖南 安化,少將,1926,,中國共產黨,1930,否,,"曾用名：鄧必克、鄧恆林。獲二級八一勳章、一級獨立自由勳章、一級解放勳章。第五屆全國政協委員。中共八大代表、十二大特邀代表。"
1138373,鄧兆祥,Deng Zhaoxiang,男,漢族,,學位,西歐,1903/4,1998/8,廣東 高要,少將,,,中國共產黨,1965,否,,
1141611,鄧中夏,Deng Zhongxia,男,漢族,大學本科,否,,1894/10,1933/9,湖南 宜章,,1920,,中國共產黨,1920,否,,原名鄧隆渤，又名鄧康、鄧重遠、仲海，字仲澥
1144199,鄔賀銓,Wu Hequan,,,大學本科,,,1943/1,,廣東 番禺,其他專業頭銜,,,,,,,光纖傳送網與寬帶信息網專家
1140538,鄔華揚,Wu Huayang,男,漢族,研究生,,,1946/1,,安徽 金寨,中將,1963,浙江 奉化,中國共產黨,,否,,又名鄔浩勤
1141126,鄔書林,Wu Shulin,男,漢族,研究生,,,1954/2,,江蘇 鎮江,,1971,,中國共產黨,1976/11,否,,
1161231,鄒霞,,,,大學本科,,,1976/9,,湖北 隨州,,1997/7,,中國共產黨,,,,
1163570,鄒銘,Zou Ming,男,漢族,,,,,,,,,,,,,,
1142637,鄒群峰,Zon Qunfeng,男,漢族,中學以下,,,1911/12,1971/12,江西 吉安,,,,中國共產黨,1933,否,,
1138622,鄒競蒙,Zou Jingmeng,男,漢族,大學本科,否,,1929/2,1999/2,上海,,,,中國共產黨,1948/8,否,,"中共早期烈士鄒韜奮之子原名鄒家騮(Zou Jialiu)"
1144390,鄒磊,Zou Lei,男,漢族,研究生,,,1966/6,,,經濟師,1988/8,,中國共產黨,1986/7,否,,
1139602,鄒玉琪,Zou Yuqi,男,漢族,,否,,1933/11,,江蘇 常州,中將,1950/3,,中國共產黨,1954,否,,
1140742,鄒玉川,Zhou Yuchuan,男,漢族,大學本科,否,,1936/9,,河北 晉川,,1958/12,,中國共產黨,,否,,
1139496,鄒爾康,Zou Erkang,男,漢族,,否,,,,浙江 寧波,,,,,1953,否,,
1140381,鄒永釗,Zou　Yongzhao,男,漢族,,否,,1935/8,,湖北 麻城,,1950,,中國共產黨,1959,否,,
1140785,鄒時炎,Zhou Shiyan,男,,,,,1933/3,,湖北 松滋,,,,,1956,否,,
1167191,鄒放鳴,Zou　Fangming,男,漢族,研究生,,,1957/9,,四川 洪雅,教授,1975,,中國共產黨,1981,,,
1139557,鄒廣嚴,Zou Guangyan,,,大學本科,否,,1941/12,,山東 福山,經濟師,,,,,否,,
1140528,鄒庚壬,Zou Gengren,男,漢族,,否,,1943,,湖南 新化,中將,1961/9,,中國共產黨,1962/10,否,,
1172950,鄒小平,Zou　Xiaoping,男,,,,,,,,中將,,,中國共產黨,,,,
1138130,鄒家華,Zou Jiahua,男,漢族,大學本科,學位,俄國,1926/10,,上海,,1944/12,,中國共產黨,1945/6,否,,元帥葉劍英女婿；中共早期烈士鄒韜奮之子
1141257,鄒世昌,Zou Shichang,男,漢族,研究生,學位,俄國,1931/7,,江蘇 太倉,教授,,,中國共產黨,1956/10,否,,副博士學位
1159247,鄂義太,E Yitai,男,蒙古族,,,,1956/6,,,,,,中國共產黨,,,,
1138591,鄂竟平,E Jingping,男,漢族,大學本科,,,1956/1,,河北 樂亭,工程師,1973/2,,中國共產黨,1977/1,否,,
1159541,郭鵬,Guo Peng,男,漢族,研究生,學位,北美洲,1976/6,,河南 南陽,,2004/4,,中國共產黨,2005/6,,,
1142094,郭鳳蓮,Guo Fenglian,女,漢族,中學以下,,,1947/9,,山西昔陽,,1971/11,,中國共產黨,1966/1,否,,曾用名郭小妮
1142179,郭靜輝,Guo Jinghui,男,漢族,,,,,,,,,,中國共產黨,,否,,
1151725,郭雷,Guolei,男,漢族,,,,1961/11,,山東 淄博,,,,,,,,控制科學家1998年他當選為美國電子與電氣工程師協會會士(IEEE Fellow)，2001年當選為中國科學院院士，2002年當選為第三世界科學院院士，2007年因“在隨機系統的自我調整控制與估計理論以及回饋的最大能力認識方面所做出的根本性貢獻”，而當選為國際自動控制聯合會會士（IFAC Fellow），2007年當選為瑞典皇家工程科學院外籍院士。1993年他因“解決了最小二乘自校正調節器的收斂性及收斂速度這一控制理論中長期懸而未決的問題”，而獲國際自動控制聯合會世界大會青年作者獎(1993)。此外，他還曾獲國家自然科學獎兩次(1987，1997)，首屆國家傑出青年科學基金（1994），中國科學院自然科學獎(1995)，中國青年科學家獎(1994)，“中國十大傑出青年”(1993)，“國家級有突出貢獻的中青年專家”(1994)，“中國青年五四獎章”(1999) 等獎勵與榮譽稱號。經常在重要國際學術會議上作邀請報告，包括三年一次的國際自動控制聯合會世界大會上的大會報告(1999)，以及四年一次的國際數學家大會上的邀請報告(2002)等。
1172423,郭雲飛,Guo　Yunfei,男,,研究生,,,1963/10,,,少將,,,中國共產黨,,,,
1143172,郭開朗,Guo Kailang,男,漢族,研究生,,,1960/10,,山東 文登,,1982/8,,中國共產黨,1981/6,否,,
1139370,郭長才,Guo Changcai,男,漢族,,否,,,,,,,,,,否,,
1140485,郭錫章,Guo Xizhang,男,漢族,,否,,1933,,湖北 武穴,中將,1951/7,,中國共產黨,1953/9,否,,
1138216,郭金龍,Guo Jinlong,男,漢族,大學本科,,,1947/7,,江蘇 南京,,1970/7,,中國共產黨,1979/4,否,,"1.職級：正省級2.地方幹部（川、藏、皖、京）代表人物3.從政前職業：體育教練"
1143110,郭述申,Guo Shushen,男,漢族,,,,1904/12,1994/7,湖北 孝感,,,,中國共產黨,1927/6,否,,原名郭樹勛，曾用名李振寰
1156094,郭輔周,Guo fuzhou,男,漢族,,,,1931/7,1995/1,河北 任丘,,1946/12,河北 任丘,中國共產黨,1948/5,,,
1171113,郭軍,Guo Jun,男,漢族,研究生,,,1962/1,,內蒙古 赤峰,,1986,,中國共產黨,1984/10,否,,
1138488,郭超人,Guo Chaoren,男,漢族,大學本科,否,,1934/10,2000/6,湖北 廣濟（今武穴）,其他專業頭銜,,,中國共產黨,1980/3,否,,高級記者
1139683,郭裕懷,Guo Yuhuai,男,漢族,大學專科,否,,1934/10,,山西 孝義,,1956/8,,中國共產黨,1959/1,否,,
1164181,郭衛國,Guo Weiguo,男,,研究生,,,1959/1,,江蘇 揚中,,1983/7,,中國共產黨,,,,
1143673,郭萬清,Guo Wanqing,男,漢族,大學本科,訪問學者,北美洲,1950/7,,安徽 肥東,其他專業頭銜,1968/11,,中國共產黨,1985/10,,,"1986.07-1987.08美國密西根大學訪問學者副研究員"
1144196,郭華東,Guo Huadong,男,,研究生,短期進修,美國,1950/10,,江蘇 豐縣,研究員,,,,,,,教授、博士生導師
1170594,郭莉,Guo Li,女,漢族,大學本科,,,1952/5,,黑龍江 齊齊哈爾,,1958/10,,中國共產黨,1970,,,
1143829,郭良孝,Guo Liangxiao,男,漢族,大學本科,,,1952/1,,山西 孝義,,1969/11,,中國共產黨,1971/3,正副處級,,1986年8月至1992年3月任共青團山西省委副書記
1140022,郭聲琨,Guo Shengkun,男,漢族,研究生,,,1954/10,,江西省 贛州市興國縣（客家人）,工程師,1973/8,江西 興國,中國共產黨,1974/12,否,,職級：正部級從政前職業：冶金技術人員（職稱：高級工程師）"
1142100,郭耀卿,Guo Yaoqing,男,漢族,中學以下,,,1935/12,,廣西貴港,,1954/8,,中國共產黨,1956/5,否,,原名郭景光
1141741,郭義強,Guo Yiqiang,男,漢族,,,,,,,,,,中國共產黨,,否,,
1159062,郭美荐,Guo Meijian,男,漢族,研究生,,,1972/8,,江西 遂川,,1991/8,,中國共產黨,1991,正副處級,,
1160060,郭祥玉,Guo xiangyu,男,漢族,研究生,,,1969/10,,山東 成武,,1991/7,,中國共產黨,1991/4,,,
1141332,郭生練,Kuo Shenglian,男,漢族,研究生,學位,西歐,1957/7,,福建 龍岩,教授,,,非中國共產黨,,否,,1997/3加入中國民主同盟
1139394,郭琨,Guo Kun,男,漢族,,否,,,,,,,,中國共產黨,,否,,
1140519,郭玉祥,Guo Yuxiang,男,漢族,,否,,1939/10,,河北 豐南縣,中將,,,中國共產黨,1960/3,否,,
1142101,郭玉峰,Guo Yufeng,男,漢族,大學專科,,,1918/10,2000/1,河北海興,少將,1938/9,,中國共產黨,1938/12,否,,後被開除黨籍
1142752,郭炳坤,Guo Bingkun,男,漢族,,,,1914,1977/4,陜西 蒲城,少將,,,中國共產黨,1933/1,否,,
1144119,郭炎炎,Guo Yanyan,男,漢族,大學專科,,,1949/10,,江蘇 常州,少將,1966/7,,中國共產黨,1967/4,,,1996年7月晉升海軍少將軍銜
1140482,郭濤,Guo Tao,男,漢族,,否,,,,河北 魏縣,中將,,,中國共產黨,1945,否,,
1140736,郭濟,Guo Ji,男,漢族,大學專科,否,,1935/4,,山西 靈石,教授,,,中國共產黨,1956,否,,
1167693,郭淑蘭,Guo　Shulan,女,,大學本科,,,1955,,吉林 突泉,,,,中國共產黨,1977,,,
1143725,郭海亮,Guo Hailiang,,漢族,大學專科,,,1951/10,,山西省 嵐縣,,1970/9,,中國共產黨,1972/9,正副處級,,
1171355,郭浩達,Guo Haoda,男,漢族,大學本科,,,1957,,,,,,中國共產黨,,,,
1143359,郭洪超,Guo Hongchao,男,漢族,大學專科,,,1949/10,,山東 冠縣,中將,1969/12,,中國共產黨,1970/07,否,,1969年12月入伍
1143022,郭洪濤,Guo Hongtao,男,漢族,,,,1909/11,2004/3,陜西 米脂,,,,中國共產黨,1925,否,,曾用名郭鴻恩、郭惠卿、孫耀祖
1139517,郭洪岐,Guo Hongqi,男,漢族,大學本科,否,,1936/12,,河北河間,經濟師,1961/9,,中國共產黨,1959/12,否,,
1144943,郭洛泰,,,,,,,,,,,,,,,,,
1142099,郭沫若,Guo Moruo,男,漢族,大學本科,學位,日本,1892/11,1978/6,福建 汀州府寧化縣,,1926,四川 樂山,中國共產黨,1927/8,否,,原名郭開貞，號尚武，曾用名郭鼎堂筆名沫若、麥克昂、易坎人、石沱等
1143773,郭汝琢,Guo Ruzhuo,男,漢族,大學本科,,,1951/2,,北京市,,1969/4,,中國共產黨,1980/12,否,,
1141022,郭永祥,Guo Yongxiang,男,漢族,研究生,否,,1949/2,,山東 臨邑,政工師,1972/12,,中國共產黨,1971/1,否,,中紀委星期三（2014年4月9日）公布稱，郭永祥利用職務便利為他人謀取利益，收受巨額賄賂；收受禮金；利用職務便利為其子經營活動謀取利益；道德敗壞。
1142883,郭永明,Guo Yongming,男,漢族,,,,1916/3,2001/4,山西 五寨,,,,中國共產黨,1936/9,否,,原名郭亮成
1139082,郭永平,Guo Yongping,男,漢族,研究生,,,1954/2,,陝西 勉縣,經濟師,1971/11,,中國共產黨,1975/6,否,,中央黨校研究生學歷
1152136,郭正堂,Guo Zhengtang,,,,學位,西歐,1964/4,,山西省 應縣大西頭,研究員,,山西省 應縣大西頭,,,,,中國科學院地質與地球物理研究所新生代地質與環境研究室研究員，博士生導師1997年獲國家傑出青年科學基金
1141765,郭樹銀,Guo Shuyin,男,漢族,大學本科,,,1945/7,,陜西 吳堡,,,,中國共產黨,1983/11,否,,
1138554,郭樹言,Guo Shuyan,男,漢族,大學本科,學位,俄國,1935/10,,河南 鎮平,工程師,1959/10,,中國共產黨,1957/3,否,,中共烈士郭庠生之子
1138648,郭樹清,Guo Shuqing,男,漢族,研究生,訪問學者,西歐,1956/8,,內蒙古 烏蘭察布,研究員,1974/8,,中國共產黨,1984/4,否,,
1139914,郭榮昌,Guo Rongchang,男,漢族,大學本科,否,,1933/9,2008/9,廣東 潮陽,,1951/6,,中國共產黨,1954/12,否,,
1151756,郭業洲,Guo Yezhou,男,漢族,大學本科,,,1966/2,,江蘇 淮安,研究員,,,中國共產黨,1993/7,,,
1156107,郭桂蓉,Guo　GuiRong,男,漢族,,,,1937/10,,山西 清徐,,,四川 成都,中國共產黨,,,,
1138975,郭林祥,Guo Linxiang,男,漢族,,否,,1914/9,,江西 永豐,上將,1933,,中國共產黨,1933,否,,
1139814,郭松年,Guo Songnian,男,漢族,,否,,,,,研究員,,,中國共產黨,,否,,
1167680,郭東明,Guo　Dongming,男,,研究生,,,1959/4,,河南溫縣 河南溫縣,,1975/5,,,1989/2,,,
1138436,郭東坡,Guo Dongpo,男,漢族,大學專科,否,,1937/8,,江蘇 汪都,,,,中國共產黨,1960/5,否,,
1143634,郭有明,Guo Youming,男,漢族,大學專科,,,1956/12,,湖北 隨州市,工程師,1982/1,,中國共產黨,1985/5,,,2014年4月22日其貪汙受賄罪經中央紀委審議並報中共中央批准，決定給予郭有明開除黨籍處分
1144723,郭曉華,Guo Xiaohua,,漢族,研究生,,,1952/8,,山東 莘縣,,1970/1,,中國共產黨,1974/8,否,,
1140700,郭曉東,Guo Xiaodong,,,,否,,,,,,,,,,否,,
1146883,郭明義,Guo Mingyi,男,漢族,大學本科,,,1958/12,,遼寧 鞍山,,1977/1,,中國共產黨,1980/6,否,,弘揚雷鋒精神，在社會主義核心價值觀方面作出突出貢獻，曾榮獲全國五一勞動獎章、全國優秀共產黨員、當代雷鋒等榮譽稱號
1158580,郭旭濤,Guo Xutao,男,漢族,研究生,,,1977,,內蒙古 包頭市,,2004/8,,中國共產黨,,正副處級,,
1143302,郭旭恒,Guo Xuheng,男,漢族,,,,1949/2,,河南 鎮平,少將,,,中國共產黨,,否,,
1159232,郭文奇,Guo Wenqi,男,漢族,,,,1963/6,,河北 行唐,教授,1985/8,,中國共產黨,1984/6,,,1999年被評為“山西省跨世紀傑出青年人才”。
1159224,郭文傑,Guo Wenjie,男,漢族,研究生,,,1980/10,,河南鶴壁,,2008/7,,中國共產黨,2001/5,,,
1140710,郭振英,Guo Zhenying,男,,,否,,,,,,,,,,否,,
1143827,郭振家,Guo Zhengjia,男,漢族,大學本科,,,1950/1,,福建 廈門,工程師,1969/9,,非中國共產黨,,,,中國民主進國會(民建)會員
1138555,郭振乾,Guo Zhengan,男,漢族,大學本科,,,1932/2,,河南 洛寧,,1947/7,,中國共產黨,1949/4,否,,
1140804,郭德治,Guo Dezhi,,,,否,,,,,,,,,,否,,
1160600,郭建群,Guo Jianqun,女,其他種族,研究生,,,1970/6,,湖南 鳳凰,,1991/1,湖南 鳳凰,中國共產黨,199/6,正副處級,,
1138876,郭廷標,Guo Tingbiao,男,回族,大學本科,否,,1942/10,2009/12,福建 惠安,,1965/9,,中國共產黨,1970/1,否,,
1144691,郭廷棟,Guo Tingdong,,漢族,,,,,,,,,,中國共產黨,,副局級以上,,
1167655,郭廣銀,Guo　Guangyin,女,漢族,研究生,,,1951/11,,山東 臨清,教授,1970/10,,中國共產黨,1971/2,,,
1138997,郭庚茂,Guo Gengmao,男,漢族,研究生,,,1950/12,,河北 冀縣（今冀州市）,,1975/11,,中國共產黨,1972/3,否,,"職級：正省級出生地：河北省冀縣從政前職業：農村基層人員 "
1142095,郭宏傑,Guo Hongjie,男,漢族,中學以下,,,1937,2008/3,安徽蕭縣,,1971,,中國共產黨,1956/8,否,,後被開除黨籍
1142178,郭宏傑,Guo Hongjie,男,漢族,,,,,,,,,,中國共產黨,,否,,
1140959,郭子明,Guo Ziming,男,漢族,大學本科,否,,1948/1,,山西 忻州,,1964/12,,中國共產黨,1970/10,否,,
1171545,郭子恆,Guo Ziheng,男,,,,,1924/11,2014/11,河北 饒陽,,1939/11,,,1945/3,,,
1142988,郭子化,Gou Zihua,男,漢族,中學以下,,,1895,1975/11,江蘇 邳縣,,1926,,中國共產黨,1924/10,否,,"原名郭邦清，曾用名葛幼如、葛潔之、李念三、郭幼如、郭興三、周尚德、沛霖、李省吾。第三、四屆全國政協委員。"
1167669,郭大成,Guo　Dacheng,男,,研究生,,,1951,,黑龍江 齊齊哈爾,教授,,,中國共產黨,,,,
1142175,郭國三,Guo Guosan,男,漢族,大學本科,,,1943/6,,河南南陽,,1967/7,,中國共產黨,1966/4,副局級以上,,
1143645,郭啟俊,Guo Qijun,男,漢族,研究生,,,1952/12,,陝西 神木,,1972/12,,中國共產黨,1975/7,,,
1141779,郭向遠,Guo Xiangyuan,男,漢族,大學本科,,,1953/11,,湖北 咸豐,,1968/12,,中國共產黨,,否,,
1142932,郭化若,Guo Huaruo,男,漢族,,學位,俄國,1904,1995/11,福建 福州,中將,,,中國共產黨,1925,否,,原名郭可彬，曾用名郭俊英、郭化玉、郭化羽
1142096,郭力文,Guo Liwen,女,漢族,大學專科,,,1920/11,,河北咸縣,,1938/5,,中國共產黨,1938/5,否,,曾用名郭維鄉
1146865,郭劍波,Guo Jianbo,男,漢族,研究生,,,1960/3,,,,,,中國共產黨,,否,,
1141054,郭剛,Guo Gang,,,,否,,,,,,,,中國共產黨,,否,,
1141841,郭利根,Guo Ligen,男,漢族,大學專科,,,1955,,北京,,,,中國共產黨,,否,,
1143023,郭全茂,Guo Quanmao,男,漢族,大學本科,,,1966/11,,山西 沁源,,1988/7,,,1986/12,否,,
1143195,郭兆信,Guo Zhaoxin,,漢族,研究生,,,1951/9,,山東 平邑,其他專業頭銜,1970/10,,中國共產黨,1973/4,否,,
1144301,郭允衝,Guo Yunchong,男,漢族,大學本科,,,1953/1,,江蘇啟東,工程師,1973/7,,中國共產黨,1981/12,否,,
1144128,郭允沖,Guo Yunchong,男,漢族,大學本科,,,1953/1,,江蘇 啟東,工程師,1973/7,,中國共產黨,1981/12,,,
1143187,郭傳杰,Guo Chuanjie,男,漢族,大學本科,訪問學者,北美洲,1944/9,,湖北 浠水,研究員,,,中國共產黨,,否,,"第十屆全國政協委員。博士生導師"
1156136,郭俊波,Guo　Junpo,男,漢族,,,,1950,,河南 滑縣,,1968,,中國共產黨,,,,
1138157,郭伯雄,Guo Boxiong,男,漢族,大學專科,,,1942/7,,陝西 禮泉,上將,1958/8,,中國共產黨,1963/3,否,,"出生地同籍貫"
1142515,郭仕成,Gou Shicheng,男,漢族,中學以下,,,1902,1972/6,安徽 六安,,1930,,中國共產黨,1933,否,,曾用名：郭士成。
1142097,郭亮,Guo Liang,男,漢族,大學專科,,,1901/12,1928/3,湖南長沙,,,,中國共產黨,1921,否,,原名郭靖笳，又名郭靜嘉
1139522,郭世昌,Guo Shichang,男,漢族,研究生,否,,1941/6,,山東 利津,工程師,1966/9,,中國共產黨,1979/4,否,,
1141111,郝鵬,Hao Peng,男,漢族,研究生,否,,1960/7,,陝西省 寶雞市鳳翔縣,經濟師,1976/1,,中國共產黨,1982/3,否,,一級高級經濟師(教授級)
1143566,郝遠,Hao Yuan,男,漢族,研究生,訪問學者,,1957/6,,山西 陽城,教授,1975/3,,非中國共產黨,,,,
1142404,郝赤勇,Hao Chiyong,男,漢族,研究生,,,1955/5,,吉林雙遼,,1973,,中國共產黨,1974,否,,一級警監警銜
1140257,郝詒純,Hao Yichun,女,漢族,研究生,訪問學者,俄國,1920/9,2001/6,湖北 咸寧,研究員,,,非中國共產黨,1950,否,,
1139719,郝益東,Hao Yidong,男,漢族,研究生,否,,1947/10,,陝西 府穀,,1968/9,,非中國共產黨,,否,,
1143197,郝林海,Hao Linhai,男,漢族,研究生,,,1953/6,,河北 保定,工程師,1973/8,,中國共產黨,1986/1,否,,
1149204,郝會龍,Hao Huilong,男,漢族,大學本科,,,1962/11,,甘肅 臨洮,,1984/7,黑龍江 大慶,中國共產黨,1982/1,否,,
1140617,郝昭成,Hao Zhaocheng,男,漢族,大學專科,否,,1944/8,,山東 淝城,,,,中國共產黨,1976/6,否,,
1143454,郝明金,Hao Mingjin,男,漢族,研究生,,,1956/12,,山東 嘉祥,教授,1985,,非中國共產黨,,,,"中國民主建國會(民建)成員山東大學法學院教授、碩士研究生導師"
1141174,郝敬民,Hau Jingmin,男,漢族,大學專科,否,,1946/8,,安徽 阜陽,少將,1968/3,,中國共產黨,1969/2,否,,
1138199,郝建秀,Hao Jianxiu,女,漢族,大學本科,,,1935/11,,山東 青島,工程師,1949/8,,中國共產黨,,,,研究員級高級工程師
1143303,郝建昌,Hao Jianchang,男,漢族,大學本科,,,1950,,陝西 清澗,少將,,,中國共產黨,,否,,
1144295,郝平,Hao Ping,男,漢族,研究生,學位,美國,1959/9,,,教授,,,,1982/6,否,,
1141219,郝岩,Hao Yan,男,漢族,大學本科,,,1938/6,,河北 樂亭,中將,1963/10,,中國共產黨,1961/12,否,,高級工程師
1140479,郝保慶,Hao Baoqing,男,漢族,,否,,1937/10,,河南 臨汝,中將,,,中國共產黨,,否,,
1141124,郜風濤,Gao Fengtao,男,漢族,大學本科,,,1959/5,,河南 西平,,,,中國共產黨,,否,,
1143211,郎友良,Lung Youliang,男,漢族,大學專科,,,1952/5,,河北 遷安,,1970/12,,中國共產黨,1972/2,否,,
1144779,郄建偉,Que Jianwei,男,,大學本科,,,1950/3,,,經濟師,1968/7,,中國共產黨,,,,
1140511,邵農,Shao Nong,男,漢族,,否,,1928/11,2014/4,湖北 武昌,中將,1949/6,,中國共產黨,1953,否,,
1138339,邵華澤,Shao Huaze,男,漢族,研究生,,,1933/6,,浙江 淳安,中將,1951/1,,中國共產黨,1957/2,否,,高級編輯，中將軍銜
1141739,邵華,Shao Hua,女,漢族,大學本科,,,1938/10,2008/6,湖南 常德,少將,1966/7,,中國共產黨,1979/6,否,,毛澤東次子毛岸青之妻
1140721,邵秉仁,Shao Bingren,男,漢族,大學本科,,,1945/12,,吉林 四平,工程師,1968,,中國共產黨,1973/11,否,,"生於河北省承德市中國書協第五屆副主席、北京世紀名人國際書畫院藝術顧問"
1139623,邵琪偉,Shao Qiwei,男,漢族,大學專科,否,,1953/11,,浙江 湖州,,1970/4,,中國共產黨,1971/7,否,,
1161881,邵榮棠,Shao Rongtang,男,,,,,1932/5,,遼寧 錦西（今葫蘆島市）,中將,1947/5,遼寧 錦西（今葫蘆島市）,中國共產黨,1949/2,否,,
